Country,Place,Name,Price,Tax,Stars,Distance,Number_of_review,Sustainable_level,Discount,Free_Breakfast,is_Prepayment,is_NotablePlace,is_Free_Cancel,is_Sold_Out,Point
Viet Nam,Hà Nội,22Land Residence Hotel & Spa 52 Ngo Huyen,767232.0,0.0,4.0,0.45,456,0,True,False,True,False,True,True,8.1
Viet Nam,Hà Nội,Lucky Central Hotel & Travel,705000.0,0.0,3.0,0.5,27,3,True,False,True,False,True,True,8.2
Viet Nam,Hà Nội,Marigold Hotel Hanoi,658150.0,0.0,3.0,1.4,480,3,False,True,False,False,True,False,9.2
Viet Nam,Hà Nội,Beryl Palace Hotel and Spa,950000.0,0.0,4.0,0.8,695,2,True,True,True,True,True,True,8.6
Viet Nam,Hà Nội,Classy Holiday Hotel & Spa,823099.0,0.0,4.0,0.9,692,0,False,True,False,False,True,False,8.4
Viet Nam,Hà Nội,Hanoi E Central Luxury Hotel & Restaurant,1125000.0,0.0,4.0,0.5,229,0,True,True,False,True,True,True,9.3
Viet Nam,Hà Nội,Madelise Palace Hotel & Spa,759000.0,0.0,4.0,0.9,92,3,True,False,True,False,True,False,9.2
Viet Nam,Hà Nội,Singita Classy Boutique Hotel,935158.0,0.0,4.0,0.8,408,3,True,False,False,False,True,True,8.9
Viet Nam,Hà Nội,Winter Boutique Hotel,548000.0,0.0,3.0,1.0,323,3,True,True,True,True,True,True,8.4
Viet Nam,Hà Nội,HanoiOi Hotel,931500.0,0.0,4.0,0.5,526,3,False,True,True,False,True,True,9.1
Viet Nam,Hà Nội,Golden Villa Hotel,981712.0,0.0,3.0,0.35,347,1,False,True,False,False,True,False,8.0
Viet Nam,Hà Nội,Beryl Signature Hotel & Travel,832500.0,0.0,4.0,0.6,204,3,True,False,False,True,False,False,9.4
Viet Nam,Hà Nội,Flora Centre Hotel & Spa,1037320.0,0.0,4.0,0.7,932,3,False,True,False,False,True,False,9.1
Viet Nam,Hà Nội,Hanoi Garden Hotel & Spa,1101141.0,0.0,4.0,0.9,263,0,False,False,False,True,True,False,9.3
Viet Nam,Hà Nội,Alisa Hotel & Spa,1350000.0,0.0,4.0,0.5,407,3,True,False,True,True,True,True,8.3
Viet Nam,Hà Nội,Hanoi Lake View Hotel & Spa,645000.0,0.0,4.0,0.5,170,3,False,True,True,True,True,True,9.4
Viet Nam,Hà Nội,The Light Hotel,1319919.0,0.0,4.0,0.7,405,2,False,True,False,False,True,False,8.7
Viet Nam,Hà Nội,San Grand Hotel - former Lucien Hanoi Hotel & Spa,1592701.0,0.0,4.0,0.5,736,3,False,True,False,False,False,False,9.4
Viet Nam,Hà Nội,Dahlia Hotel Hanoi,705547.0,0.0,3.0,1.0,189,3,False,True,False,False,True,False,8.8
Viet Nam,Hà Nội,Hôtel du LAC Hanoi,1693593.0,0.0,4.0,0.4,995,3,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Hanoi Chic Boutique Hotel,637972.0,0.0,3.0,0.9,696,2,False,True,False,False,False,False,8.8
Viet Nam,Hà Nội,Hanoi Lotus Boutique Hotel,626475.0,0.0,4.0,0.6,156,2,False,True,False,True,False,False,8.3
Viet Nam,Hà Nội,Mai Hotel,720000.0,0.0,3.0,3.0,172,2,False,False,False,False,True,True,8.6
Viet Nam,Hà Nội,An Hotel,496125.0,0.0,2.0,1.4,398,0,False,False,False,False,True,True,8.9
Viet Nam,Hà Nội,Shining Central Hotel & Spa,1292000.0,0.0,4.0,0.5,815,0,True,True,True,True,True,True,9.1
Viet Nam,Hà Nội,Aviary Hanoi Hotel & Travel,784317.0,0.0,4.0,0.6,293,0,False,False,True,False,True,True,9.0
Viet Nam,Hà Nội,Queen Cafe Hotel & Pub,527224.0,0.0,3.0,0.9,69,2,False,False,False,True,True,False,9.3
Viet Nam,Hà Nội,Minerva Church Hotel,1253184.0,0.0,4.0,0.25,576,3,False,True,False,False,False,False,9.0
Viet Nam,Hà Nội,La Mejor Hotel & Sky Bar,1457082.0,0.0,4.0,0.7,278,3,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Moon West Lake Hotel & Residence,692000.0,0.0,,5.0,380,3,True,False,True,False,True,False,8.1
Viet Nam,Hà Nội,22Housing luxury Hotel & Residence 39 Linh Lang,735264.0,0.0,,4.4,190,1,True,False,True,False,True,False,8.5
Viet Nam,Hà Nội,Hanoi Calista Hotel,1271000.0,0.0,4.0,0.7,670,3,True,True,True,False,True,True,9.4
Viet Nam,Hà Nội,Diamond Nostalgia Hotel & Spa,448622.0,0.0,3.0,0.9,279,0,False,True,False,False,True,False,7.6
Viet Nam,Hà Nội,Matilda Boutique Hotel & Spa,683256.0,0.0,3.0,0.8,314,3,False,True,False,True,False,False,8.6
Viet Nam,Hà Nội,MoonLight Tay Ho,690000.0,0.0,,2.9,204,0,True,False,True,True,True,False,9.0
Viet Nam,Hà Nội,DE LA SOIE Hotel & Travel,780000.0,0.0,3.0,0.5,324,3,False,False,True,True,True,False,9.2
Viet Nam,Hà Nội,San Palace Hotel - former L'Harmonie Hotel & Spa,1350000.0,0.0,3.0,0.8,390,3,True,True,True,False,True,True,9.1
Viet Nam,Hà Nội,La Storia Ruby Hotel & Travel,725000.0,0.0,3.0,0.6,996,3,True,True,True,False,True,True,9.4
Viet Nam,Hà Nội,Hanoi Golden Charm Hotel,504000.0,0.0,2.0,0.6,276,0,False,False,True,False,True,True,6.8
Viet Nam,Hà Nội,Luxury Old Quarter Hotel & Gym,803021.0,0.0,4.0,0.8,519,3,False,False,True,False,True,True,9.0
Viet Nam,Hà Nội,Lotte Hotel Hanoi,3302718.0,0.0,5.0,4.1,728,0,False,False,False,False,True,False,9.0
Viet Nam,Hà Nội,Trang Trang Boutique Hotel,722000.0,0.0,3.0,0.7,462,3,True,False,False,False,True,True,9.0
Viet Nam,Hà Nội,Sonata Central Hotel & Spa,466200.0,0.0,3.0,0.8,145,0,False,True,True,True,True,False,8.1
Viet Nam,Hà Nội,Pullman Hanoi,2295000.0,355725.0,5.0,2.5,363,0,False,False,False,True,False,True,7.4
Viet Nam,Hà Nội,May De Ville Premier Hotel & Spa,1556567.0,0.0,4.0,0.8,270,3,False,True,False,False,False,False,9.0
Viet Nam,Hà Nội,Melia Hanoi,3269112.0,0.0,5.0,0.6,473,2,False,False,False,False,False,True,8.6
Viet Nam,Hà Nội,Hanoi Posh Boutique Hotel,489600.0,0.0,3.0,1.4,716,3,False,False,True,False,True,True,7.3
Viet Nam,Hà Nội,Ambassador Hanoi Hotel & Travel,824771.0,0.0,3.0,0.7,547,0,False,False,True,True,True,False,9.2
Viet Nam,Hà Nội,Splendid Star Grand Hotel and Spa,775233.0,0.0,4.0,0.4,812,2,False,True,False,True,False,False,8.7
Viet Nam,Hà Nội,Grande Collection Hotel & Spa,777579.0,0.0,4.0,0.9,740,3,False,True,False,False,True,False,8.7
Viet Nam,Hà Nội,Atrium Hotel,402633.0,0.0,3.0,0.9,349,3,False,False,False,False,False,False,6.9
Viet Nam,Hà Nội,Kén Hotel by Connek,710239.0,0.0,4.0,0.5,280,3,False,False,False,False,True,False,8.4
Viet Nam,Hà Nội,Skyline Hanoi Hotel,802594.0,0.0,3.0,0.6,209,3,True,True,False,True,False,True,8.9
Viet Nam,Hà Nội,Diamond Legend Hotel,627883.0,0.0,3.0,1.3,387,0,False,True,False,False,False,False,8.4
Viet Nam,Hà Nội,VNAHOMES APARTHOTEL,732999.0,0.0,4.0,5.0,236,3,False,False,False,True,False,False,9.6
Viet Nam,Hà Nội,Capital O 387 Bach Duong Hotel,406857.0,63117.0,3.0,6.6,594,1,False,False,False,True,True,False,8.7
Viet Nam,Hà Nội,Hanoi Lakeside Premium Hotel & Travel,720000.0,0.0,3.0,0.5,387,0,False,False,True,False,True,True,8.6
Viet Nam,Hà Nội,La Renta Hotel & Spa,567000.0,0.0,3.0,0.6,38,3,False,True,False,False,False,True,9.1
Viet Nam,Hà Nội,SMARANA Hanoi HERITAGE,3280428.0,0.0,5.0,6.9,368,3,False,True,False,True,False,False,9.7
Viet Nam,Hà Nội,The West Hotel & Spa,945000.0,0.0,3.0,0.7,826,3,True,True,True,False,True,True,8.9
Viet Nam,Hà Nội,Brandi Fuji Hotel,1089174.0,0.0,3.0,4.8,63,2,False,True,False,False,True,False,8.3
Viet Nam,Hà Nội,Parklane Hanoi Hotel,849185.0,0.0,3.0,0.6,33,0,False,False,True,True,True,True,9.0
Viet Nam,Hà Nội,La Nueva Boutique Hotel Hanoi & Spa,1511986.0,0.0,4.0,0.45,573,3,False,True,False,False,False,False,9.0
Viet Nam,Hà Nội,Hanoi Royal Palace Hotel 2,1417194.0,0.0,4.0,0.6,411,3,False,True,False,True,False,False,9.1
Viet Nam,Hà Nội,22housing Vinhomes Metropolis Hotel & Apartment,1440000.0,0.0,,3.9,38,3,True,False,True,False,True,False,8.7
Viet Nam,Hà Nội,The Noble Swan Hotel & Spa,521828.0,0.0,4.0,0.5,513,3,False,False,False,True,False,False,7.9
Viet Nam,Hà Nội,Conifer Grand Hotel,946047.0,0.0,4.0,0.45,144,0,False,False,False,False,False,False,8.5
Viet Nam,Hà Nội,PentStudio West Lake Hanoi,1626488.0,0.0,4.0,6.9,182,2,False,False,False,False,False,False,8.9
Viet Nam,Hà Nội,Aquarius Grand Hotel,566408.0,0.0,3.0,0.5,125,3,False,False,False,False,False,False,9.2
Viet Nam,Hà Nội,Hanoi Gatsby Hotel,336000.0,0.0,3.0,0.7,195,3,True,False,True,True,True,False,7.4
Viet Nam,Hà Nội,Hanoi Center Silk Classic Hotel & Travel,799744.0,0.0,3.0,0.9,917,3,True,False,True,True,True,True,8.8
Viet Nam,Hà Nội,HANOI FLORA HOTEL,1440000.0,0.0,4.0,0.6,489,3,False,True,True,True,True,False,9.0
Viet Nam,Hà Nội,Hanoi Center Silk Boutique Hotel & Travel,2572500.0,0.0,4.0,0.5,521,3,True,False,True,True,True,True,9.0
Viet Nam,Hà Nội,Cristina Boutique Hotel,630000.0,0.0,3.0,0.8,633,0,False,True,True,False,True,True,9.1
Viet Nam,Hà Nội,TK123 HANOI HOTEL,714932.0,0.0,3.0,1.1,107,0,False,True,False,False,True,False,8.4
Viet Nam,Hà Nội,The Bloom Hanoi,979600.0,0.0,,7.0,381,3,False,True,False,False,False,False,9.1
Viet Nam,Hà Nội,Golden Rooster Hotel,591983.0,0.0,3.0,1.0,887,2,False,True,False,False,False,False,9.4
Viet Nam,Hà Nội,Hanoi Fiesta Grand Hotel and Spa,1052571.0,0.0,4.0,0.5,74,0,False,True,False,True,False,False,8.8
Viet Nam,Hà Nội,Hanoi Lion Boutique Hotel,1271720.0,0.0,4.0,0.8,159,3,False,True,False,True,True,False,9.1
Viet Nam,Hà Nội,Dal Vostro Hotel & Spa,1136336.0,0.0,4.0,0.4,363,3,False,False,False,True,True,False,8.0
Viet Nam,Hà Nội,Hanoi Emerald Waters Hotel & Spa,1525595.0,0.0,4.0,0.5,385,3,False,True,False,True,False,False,9.0
Viet Nam,Hà Nội,Imperial Hotel & Spa,2601630.0,0.0,4.0,0.45,653,3,False,False,False,True,True,False,9.4
Viet Nam,Hà Nội,Elegant Suites Westlake,2168260.0,0.0,5.0,4.7,325,3,False,True,False,False,True,False,8.8
Viet Nam,Hà Nội,The Euphoria Hanoi,792000.0,0.0,4.0,4.7,244,3,False,False,True,False,True,False,8.4
Viet Nam,Hà Nội,MK Premier Boutique Hotel,1007522.0,0.0,4.0,0.9,146,2,False,False,False,False,True,False,8.3
Viet Nam,Hà Nội,Poonsa Duy Tan Hotel and Serviced Apartment,576498.0,0.0,,6.6,167,1,False,False,False,False,True,False,8.8
Viet Nam,Hà Nội,La Ava’s Home,540000.0,0.0,,0.25,200,0,False,False,True,False,True,True,9.3
Viet Nam,Hà Nội,Thien Phu Garden Hotel,357500.0,0.0,,1.8,315,3,True,False,True,True,True,False,7.6
Viet Nam,Hà Nội,"Rosee Apartment Hotel - Prestige Suites in Cau Giay district, Hanoi city, Vietnam",978120.0,0.0,,6.7,27,3,False,False,False,False,False,False,8.9
Viet Nam,Hà Nội,Margaery Boutique Apartment,1312200.0,0.0,4.0,4.2,115,2,False,False,False,False,False,False,8.5
Viet Nam,Hà Nội,Meritel Hanoi,2189377.0,0.0,4.0,0.7,709,3,False,False,False,False,False,False,9.3
Viet Nam,Hà Nội,Romantique Hotel De Hanoi,876830.0,0.0,4.0,0.9,204,0,False,True,False,False,False,False,9.1
Viet Nam,Hà Nội,Western Skyline Hotel,1477557.0,0.0,4.0,7.9,155,0,False,True,True,False,True,True,9.2
Viet Nam,Hà Nội,22housing Vinhomes Metropolis Hotel & Residence,1520000.0,0.0,,3.9,74,0,True,False,True,False,True,False,7.7
Viet Nam,Hà Nội,The Q Hotel,1351261.0,0.0,4.0,1.8,67,2,False,True,False,False,False,False,8.8
Viet Nam,Hà Nội,22housing Serviced Apartment Vinhomes Metropolis,1508000.0,0.0,,3.9,74,3,True,False,True,False,True,False,7.7
Viet Nam,Hà Nội,Madelise Central Hotel & Travel,1192725.0,0.0,4.0,0.7,451,3,False,False,False,False,False,False,8.1
Viet Nam,Hà Nội,HNC Premier Hotel & Residences,931500.0,0.0,4.0,1.4,192,3,False,False,False,False,False,False,9.0
Viet Nam,Hà Nội,Aurora Premium Hotel & Spa,1500000.0,0.0,4.0,0.5,258,2,False,True,True,False,True,False,8.8
Viet Nam,Hà Nội,La Sinfonía del Rey Hotel & Spa,2390224.0,0.0,4.0,0.4,832,2,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Hanoi La Selva Central Hotel & Spa,716340.0,0.0,3.0,0.5,388,3,False,True,False,False,False,False,8.8
Viet Nam,Hà Nội,Grand Dragon Hotel Hanoi,750596.0,0.0,4.0,5.3,116,2,False,False,False,False,True,False,7.8
Viet Nam,Hà Nội,May De Ville Legend Hotel & Spa,1575000.0,0.0,4.0,1.0,247,3,False,True,False,False,False,True,8.9
Viet Nam,Hà Nội,La Sinfonía Citadel Hotel and Spa,1924474.0,0.0,4.0,1.0,179,1,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Hai Bay Hotel & Restaurant,1210950.0,0.0,4.0,0.5,87,3,False,True,False,False,False,False,8.2
Viet Nam,Hà Nội,Hanoi Allure Hotel,1504800.0,0.0,4.0,0.8,285,3,False,True,False,False,False,True,9.3
Viet Nam,Hà Nội,Grandiose Hotel & Spa,1604902.0,0.0,,4.0,118,0,False,True,False,False,True,False,8.5
Viet Nam,Hà Nội,The Flower Boutique Hotel & Travel,942400.0,0.0,4.0,1.7,328,1,True,False,True,True,True,True,9.3
Viet Nam,Hà Nội,Marigold Hotel Hanoi,764440.0,0.0,3.0,1.4,480,3,False,True,False,False,True,False,9.2
Viet Nam,Hà Nội,Beryl Palace Hotel and Spa,1065000.0,0.0,4.0,0.8,695,2,True,True,True,True,True,False,8.6
Viet Nam,Hà Nội,Golden Villa Hotel,970449.0,0.0,3.0,0.35,347,1,False,True,False,False,True,False,8.0
Viet Nam,Hà Nội,Golden Sail Hotel & Spa,1275000.0,0.0,4.0,0.9,686,0,False,True,True,True,True,False,8.7
Viet Nam,Hà Nội,Beryl Signature Hotel & Travel,855000.0,0.0,4.0,0.6,204,3,True,False,False,True,False,False,9.4
Viet Nam,Hà Nội,Hanoi Garden Hotel & Spa,907567.0,0.0,4.0,0.9,263,0,False,False,False,True,True,False,9.3
Viet Nam,Hà Nội,Hanoi Chic Boutique Hotel,631167.0,0.0,3.0,0.9,696,2,False,True,False,False,False,False,8.8
Viet Nam,Hà Nội,Hôtel du LAC Hanoi,1666376.0,0.0,4.0,0.4,995,3,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Media Central Hotel & Spa,950000.0,0.0,4.0,0.7,111,3,True,True,True,False,True,True,9.1
Viet Nam,Hà Nội,La Mejor Hotel & Sky Bar,1653706.0,0.0,4.0,0.7,278,3,False,True,False,False,False,False,9.3
Viet Nam,Hà Nội,Aviary Hanoi Hotel & Travel,823311.0,0.0,4.0,0.6,293,0,False,False,True,False,True,True,9.0
Viet Nam,Hà Nội,Hanoi Lotus Boutique Hotel,980000.0,0.0,4.0,0.6,156,2,True,True,True,True,True,True,8.3
Viet Nam,Hà Nội,Queen Cafe Hotel & Pub,521124.0,0.0,3.0,0.9,69,2,False,False,False,True,True,False,9.3
Viet Nam,Hà Nội,Diamond Nostalgia Hotel & Spa,455191.0,0.0,3.0,0.9,279,0,False,True,False,False,True,False,7.6
Viet Nam,Hà Nội,Matilda Boutique Hotel & Spa,884925.0,0.0,3.0,0.8,314,3,False,True,True,True,True,True,8.6
Viet Nam,Hà Nội,Prince II Hotel,558000.0,0.0,2.0,0.8,464,0,False,False,True,False,True,True,8.5
Viet Nam,Hà Nội,Minerva Church Hotel,1363932.0,0.0,4.0,0.25,576,3,False,True,False,False,False,False,9.0
Viet Nam,Hà Nội,HANOI FLORA HOTEL,972000.0,0.0,4.0,0.6,489,3,False,True,True,True,True,True,9.0
Viet Nam,Hà Nội,Hotel De Rond,1597120.0,0.0,4.0,0.6,85,3,True,True,False,True,False,True,8.9
Viet Nam,Hà Nội,San Boutique Hotel,1125000.0,0.0,3.0,0.45,294,3,True,True,True,True,True,True,9.3
Viet Nam,Hà Nội,Grande Collection Hotel & Spa,741211.0,0.0,4.0,0.9,740,3,False,True,False,False,False,False,8.7
Viet Nam,Hà Nội,May De Ville Premier Hotel & Spa,1552578.0,0.0,4.0,0.8,270,3,False,True,False,False,False,False,9.0
Viet Nam,Hà Nội,Atrium Hotel,415480.0,0.0,3.0,0.9,349,3,True,False,True,False,True,True,6.9
Viet Nam,Hà Nội,MAPLE GARDEN,651000.0,0.0,,7.0,165,3,True,False,False,False,True,True,8.7
Viet Nam,Hà Nội,VNAHOMES APARTHOTEL,876825.0,0.0,4.0,5.0,236,3,True,False,False,True,False,False,9.6
Viet Nam,Hà Nội,Melia Hanoi,3269112.0,0.0,5.0,0.6,473,2,False,False,False,False,False,False,8.6
Viet Nam,Hà Nội,The Noble Swan Hotel & Spa,560073.0,0.0,4.0,0.5,513,3,False,False,False,True,False,False,7.9
Viet Nam,Hà Nội,Capital O 387 Bach Duong Hotel,381985.0,59363.0,3.0,6.6,594,1,False,False,False,True,True,False,8.7
Viet Nam,Hà Nội,Conifer Grand Hotel,936662.0,0.0,4.0,0.45,144,0,False,False,False,False,False,False,8.5
Viet Nam,Hà Nội,Hanoi Posh Boutique Hotel,547200.0,0.0,3.0,1.4,716,3,False,False,True,False,True,True,7.3
Viet Nam,Hà Nội,Pullman Hanoi,2700000.0,418500.0,5.0,2.5,363,0,False,False,False,True,False,False,7.4
Viet Nam,Hà Nội,Shining Central Hotel & Spa,1710000.0,0.0,4.0,0.5,815,0,True,True,True,True,True,True,9.1
Viet Nam,Hà Nội,Splendid Star Grand Hotel and Spa,766786.0,0.0,4.0,0.4,812,2,False,True,False,True,False,False,8.7
Viet Nam,Hà Nội,Ambassador Hanoi Hotel & Travel,981870.0,0.0,3.0,0.7,547,0,False,False,True,True,True,False,9.2
Viet Nam,Hà Nội,Brandi Fuji Hotel,1110292.0,0.0,3.0,4.8,63,2,False,True,False,False,False,False,8.3
Viet Nam,Hà Nội,Meritel Hanoi,2275500.0,0.0,4.0,0.7,709,3,True,False,False,False,True,True,9.3
Viet Nam,Hà Nội,TK123 HANOI HOTEL,687714.0,0.0,3.0,1.1,107,0,False,True,False,False,True,False,8.4
Viet Nam,Hà Nội,SMARANA Hanoi HERITAGE,4308054.0,0.0,5.0,6.9,368,3,False,True,False,True,False,False,9.7
Viet Nam,Hà Nội,The Lapis Hotel,1454031.0,0.0,4.0,1.0,377,3,False,False,False,False,False,False,8.9
Viet Nam,Hà Nội,Golden Lotus Hotel & Spa,600000.0,0.0,3.0,0.7,707,0,True,False,True,True,True,True,8.5
Viet Nam,Hà Nội,Diamond Legend Hotel,702000.0,0.0,3.0,1.3,387,0,False,False,True,False,True,True,8.4
Viet Nam,Hà Nội,PentStudio West Lake Hanoi,1819125.0,0.0,4.0,6.9,182,2,False,False,False,False,True,False,8.9
Viet Nam,Hà Nội,Hanoi Balcony Homestay,553500.0,0.0,,0.5,77,0,False,False,True,False,True,True,8.9
Viet Nam,Hà Nội,Little Hanoi Hotel,452400.0,0.0,2.0,0.15,229,0,False,False,True,False,True,True,7.5
Viet Nam,Hà Nội,Hanoi Memory Premier Hotel & Spa,609000.0,0.0,3.0,0.8,229,3,True,False,True,True,True,False,7.8
Viet Nam,Hà Nội,Splendid Hotel & Spa,764909.0,0.0,3.0,0.45,191,0,False,True,False,True,False,False,8.1
Viet Nam,Hà Nội,La Nueva Boutique Hotel Hanoi & Spa,2091000.0,0.0,4.0,0.45,573,3,True,True,True,False,True,True,9.0
Viet Nam,Hà Nội,Hanoi Royal Palace Hotel 2,1682000.0,0.0,4.0,0.6,411,3,True,True,False,True,False,True,9.1
Viet Nam,Hà Nội,May De Ville Legend Hotel & Spa,1390445.0,0.0,4.0,1.0,247,3,False,True,False,False,True,False,8.9
Viet Nam,Hà Nội,Antique Angel Hotel,731250.0,0.0,3.0,1.0,152,0,True,False,True,False,True,True,9.2
Viet Nam,Hà Nội,Libré Homestay Đào Tấn,524300.0,0.0,,4.9,217,1,False,False,False,True,False,False,9.1
Viet Nam,Hà Nội,Hanoi Serendipity Hotel,551250.0,0.0,3.0,0.5,164,0,True,True,True,False,True,True,7.9
Viet Nam,Hà Nội,Rising Dragon Legend Hotel,600000.0,0.0,3.0,0.45,687,0,False,False,True,False,True,True,8.5
Viet Nam,Hà Nội,Hanoi Secret Garden,765000.0,0.0,,0.8,156,0,False,True,False,False,True,False,9.3
Viet Nam,Hà Nội,Luxeden Hotel,865674.0,0.0,3.0,6.6,26,0,False,False,False,False,True,True,8.4
Viet Nam,Hà Nội,Hanoi Center Silk Classic Hotel & Travel,704000.0,0.0,3.0,0.9,917,3,True,False,True,True,True,True,8.8
Viet Nam,Hà Nội,MK Premier Boutique Hotel,1002360.0,0.0,4.0,0.9,146,2,False,False,False,False,True,False,8.3
Viet Nam,Hà Nội,Hanoi Stella Hotel,562500.0,0.0,3.0,0.6,68,0,True,False,True,False,True,True,8.1
Viet Nam,Hà Nội,Margaery Boutique Apartment,1360800.0,0.0,4.0,4.2,115,2,False,False,False,False,False,False,8.5
Viet Nam,Hà Nội,San Grand Hotel - former Lucien Hanoi Hotel & Spa,2284169.0,0.0,4.0,0.5,736,3,False,True,False,False,False,False,9.4
Viet Nam,Hà Nội,Hanoi Fiesta Grand Hotel and Spa,1041778.0,0.0,4.0,0.5,74,0,False,True,False,True,False,False,8.8
Viet Nam,Hà Nội,Hanoi Lion Boutique Hotel,1300815.0,0.0,4.0,0.8,159,3,False,True,False,True,True,False,9.1
Viet Nam,Hà Nội,Hanoi Emerald Waters Hotel & Spa,2463665.0,0.0,4.0,0.5,385,3,False,True,False,True,False,False,9.0
Viet Nam,Hà Nội,Five Star Westlake 1st-4th Floors Hotel & Serviced Apartment,1608000.0,0.0,5.0,3.7,454,0,True,True,True,False,True,True,9.5
Viet Nam,Hà Nội,Veshia Hotel,899000.0,0.0,4.0,1.1,386,3,True,True,True,True,True,True,9.4
Viet Nam,Hà Nội,Hanoi Bel Ami Hotel,504230.0,0.0,2.0,1.0,188,0,False,False,False,False,True,False,8.0
Viet Nam,Hà Nội,Tunger Premium Hotel,750150.0,0.0,4.0,0.5,79,3,False,False,True,False,True,True,8.8
Viet Nam,Hà Nội,Hanoi Emotion Hotel,810000.0,0.0,3.0,1.9,80,2,True,False,False,False,True,True,7.7
Viet Nam,Hà Nội,Hotel de l'Opera Hanoi - MGallery,3145500.0,487553.0,5.0,0.5,184,3,False,False,False,False,False,False,7.9
Viet Nam,Hà Nội,Carillon Boutique Hotel,760451.0,0.0,3.0,1.0,141,3,False,True,False,True,True,False,9.0
Viet Nam,Hà Nội,Mercure Hanoi La Gare Hotel,1350000.0,209250.0,4.0,1.1,137,2,False,False,False,False,False,False,8.2
Viet Nam,Hà Nội,22Land Hotel & Residence,916718.0,0.0,4.0,6.4,678,3,False,True,False,False,True,False,8.5
Viet Nam,Hà Nội,Camellia Residence Hanoi,1322100.0,0.0,4.0,1.5,34,3,True,False,False,True,True,False,9.8
Viet Nam,Hà Nội,Poonsa Duy Tan Hotel and Serviced Apartment,710239.0,0.0,,6.6,167,1,False,False,False,False,True,False,8.8
Viet Nam,Hà Nội,LeaH Silk Hotel,2100450.0,0.0,4.0,0.5,636,1,False,True,False,False,True,False,9.1
Viet Nam,Hà Nội,Kén Hotel by Connek,761155.0,0.0,4.0,0.5,280,3,False,False,False,False,True,False,8.4
Viet Nam,Hà Nội,golden time hostel,315000.0,0.0,,0.35,233,0,False,False,False,False,False,True,7.5
Viet Nam,Hà Nội,Light House & Rooftop,519422.0,0.0,,1.4,52,0,True,False,False,True,False,True,8.9
Viet Nam,Hà Nội,Muse Hanoi Boutique Apartment,848250.0,0.0,,1.7,31,0,False,False,False,False,False,False,9.1
Viet Nam,Hà Nội,Hanoi Charming House,261000.0,0.0,2.0,0.7,443,0,False,False,False,False,False,True,8.2
Viet Nam,Hà Nội,Irest Apartment,756000.0,0.0,,4.0,191,0,False,False,False,False,False,False,9.0
Viet Nam,Hà Nội,WIN HOTEL,810000.0,0.0,2.0,0.45,241,0,False,False,False,False,False,True,9.1
Viet Nam,Hà Nội,L'amant de Hanoi Hotel,758250.0,0.0,3.0,0.6,33,0,False,False,False,False,False,True,9.4
Viet Nam,Hà Nội,Mina Hotel & Spa,1035000.0,0.0,4.0,0.9,151,0,True,True,False,True,False,True,8.8
Viet Nam,Hà Nội,Tryst Hotel,550000.0,0.0,3.0,1.8,80,0,False,False,False,False,False,True,8.5
Viet Nam,Hà Nội,Eden Westlake Hotel,429000.0,0.0,3.0,4.0,104,0,False,False,False,False,False,True,8.0
Viet Nam,Hà Nội,Hanoi Memory Legends Hotel,550000.0,0.0,3.0,0.9,97,0,False,False,False,False,False,True,8.0
Viet Nam,Hà Nội,Rising Dragon Legend Hotel,600000.0,0.0,3.0,0.45,691,0,False,False,True,False,True,True,8.5
Viet Nam,Hà Nội,Patel Hotel Hanoi,609700.0,0.0,3.0,8.6,69,0,False,False,False,False,False,True,7.7
Viet Nam,Hà Nội,Parklane Hanoi Hotel,667186.0,0.0,3.0,0.6,33,0,False,False,False,True,False,True,9.0
Viet Nam,Hà Nội,Grand Cititel Hanoi Hotel,1575000.0,0.0,4.0,0.5,83,0,True,True,False,False,False,False,7.6
Viet Nam,Hà Nội,Myrcella Urban Studio,657720.0,0.0,4.0,4.5,68,0,False,False,False,True,False,False,9.2
Viet Nam,Hà Nội,RedDoorz Hai Duong Hotel Van Kiep,378000.0,0.0,2.0,1.6,66,0,True,False,False,False,False,True,7.6
Viet Nam,Hà Nội,Granda Lake View Hotel & Apartment,695800.0,0.0,,5.6,54,0,False,False,False,True,False,False,9.6
Viet Nam,Hà Nội,Hanoi Memory Premier Hotel & Spa,609000.0,0.0,3.0,0.8,237,0,True,False,False,True,False,False,7.9
Viet Nam,Hà Nội,Thanh Hương 99 Hotel - Nội Bài,288000.0,0.0,,22.4,275,0,False,False,True,False,True,True,8.0
Viet Nam,Hà Nội,Suddha Boutique Hotel,526500.0,0.0,,0.4,29,0,False,False,False,True,False,True,8.5
Viet Nam,Hà Nội,OYO 276 Bh Hotel,614847.0,20184.0,2.0,1.0,266,0,True,False,True,True,True,True,8.3
Viet Nam,Hà Nội,SOJO Hotel Ga Hanoi,1358880.0,0.0,4.0,1.2,128,0,False,False,False,False,False,False,8.6
Viet Nam,Hà Nội,Hanoi La Vision Hotel,341000.0,0.0,3.0,0.8,82,0,False,False,False,False,False,True,7.3
Viet Nam,Hà Nội,Hanoi Lullaby Hotel and Travel,580110.0,0.0,3.0,0.8,839,0,True,False,True,True,True,True,8.6
